LoanID,Jurisdiction,Borrower,Sector,OriginalAmount(USDk),OutstandingAmount(USDk),EAD(USDk),Rating,PD,LGD,InterestRate(%),OriginationDate,MaturityDate,Stage,DaysPastDue,DefaultFlag
LON01683,BM,Rice-Martinez,Shipping,1939.34,1681.05,1685.59,BBB,0.005,0.35,3.43,2020-11-15,2023-05-28,1,90,0
LON01684,KY,Cuevas and Sons,RealEstate,2554.93,2198.49,2279.55,BB,0.02,0.35,5.01,2022-09-06,2031-12-09,2,0,0
LON01685,BM,"Miller, Petersen and Lane",Hospitality,1847.25,1603.2,1637.8,BB,0.02,0.45,8.86,2021-09-17,2025-04-11,1,0,0
LON01686,BM,"Marshall, Williams and Benjamin",Retail,1538.15,1414.87,1464.22,BBB,0.005,0.6,3.26,2023-03-07,2027-09-10,3,0,0
LON01687,KY,"Lopez, Duran and Baker",RealEstate,214.09,178.03,180.35,AA,0.0005,0.25,3.53,2024-02-09,2029-12-11,1,60,0
LON01688,GU,Melton Inc,InvestmentHoldCo,1332.51,1156.67,1162.14,BB,0.02,0.45,4.18,2021-06-04,2025-11-17,1,0,0
LON01689,BM,Wilkins Group,RealEstate,585.41,578.17,579.59,BB,0.02,0.6,3.87,2023-03-23,2033-02-08,1,90,0
LON01690,BM,Davis Group,InvestmentHoldCo,629.12,528.14,540.63,BB,0.02,0.35,7.17,2024-04-05,2026-08-20,2,90,0
LON01691,KY,"White, Henry and Nash",Energy,140.15,123.8,124.85,AA,0.0005,0.25,6.62,2022-04-29,2024-07-08,1,90,0
LON01692,KY,Rodriguez-Walsh,Hospitality,1069.43,867.72,878.86,A,0.001,0.25,4.81,2020-06-28,2028-08-23,1,30,0
LON01693,BM,Mccarthy and Sons,Hospitality,510.93,449.16,451.28,AAA,0.0001,0.25,5.81,2021-09-28,2031-03-30,1,0,0
LON01694,BM,Hughes PLC,RealEstate,708.44,564.04,577.21,BBB,0.005,0.45,4.0,2022-04-09,2026-06-12,2,60,0
LON01695,KY,Matthews Group,Shipping,880.84,869.4,905.73,BBB,0.005,0.25,6.25,2022-05-26,2030-10-09,1,90,0
LON01696,JE,Fowler-Zhang,Energy,841.69,773.51,775.34,BBB,0.005,0.25,6.57,2022-08-31,2028-08-22,1,0,0
LON01697,KY,Odom Group,Energy,463.07,405.84,413.75,BBB,0.005,0.35,8.39,2020-11-04,2026-05-19,1,0,0
LON01698,JE,Turner-Bennett,InvestmentHoldCo,500.0,410.78,430.3,AAA,0.0001,0.45,5.81,2020-05-01,2024-12-18,1,30,0
LON01699,KY,Hess Inc,PrivateWealth,729.7,723.52,747.56,BB,0.02,0.25,3.15,2020-08-18,2027-09-20,1,0,0
LON01700,GU,Moore Ltd,PrivateWealth,646.58,625.22,628.47,BBB,0.005,0.25,3.68,2019-07-04,2028-10-30,1,0,0
LON01701,GU,Mack-Estes,InvestmentHoldCo,659.1,571.06,576.3,A,0.001,0.25,4.49,2023-06-26,2029-08-07,1,60,0
LON01702,KY,Espinoza-Perez,Shipping,238.6,195.27,200.38,BBB,0.005,0.25,5.36,2022-04-22,2031-11-28,2,0,0
LON01703,GU,Mitchell-Brown,InvestmentHoldCo,556.46,491.03,508.64,BBB,0.005,0.25,7.93,2020-10-03,2028-12-24,1,0,0
LON01704,BM,Fletcher-Miller,RealEstate,488.8,484.94,486.76,B,0.05,0.6,4.13,2021-01-09,2025-07-13,2,0,0
LON01705,JE,White Group,Hospitality,2034.95,1690.74,1719.23,A,0.001,0.25,7.86,2021-04-24,2029-02-14,1,0,0
LON01706,GU,Gonzales-Berg,Hospitality,1237.44,1012.58,1024.06,BBB,0.005,0.6,3.85,2020-05-03,2023-04-12,1,60,0
LON01707,BM,Parker Ltd,PrivateWealth,111.88,92.94,92.99,AAA,0.0001,0.45,7.97,2023-10-29,2025-08-12,1,90,0
LON01708,KY,Serrano-Martinez,RealEstate,90.21,85.8,86.62,B,0.05,0.25,4.59,2020-12-05,2027-03-08,2,0,0
LON01709,BM,Willis-Mckinney,PrivateWealth,348.89,327.69,342.13,A,0.001,0.25,5.44,2020-06-07,2030-01-27,1,60,0
LON01710,BM,Johnson Inc,Hospitality,91.45,80.15,82.68,BBB,0.005,0.25,8.81,2020-08-14,2022-01-16,1,0,0
LON01711,KY,Garcia PLC,Shipping,1521.62,1421.01,1459.98,AAA,0.0001,0.35,3.71,2019-11-04,2027-08-28,3,30,0
LON01712,GU,"Hanna, Moody and Sullivan",PrivateWealth,144.97,119.21,122.5,B,0.05,0.45,3.03,2020-03-07,2029-09-20,1,0,0
LON01713,JE,Weaver-Johnson,InvestmentHoldCo,1025.03,962.74,985.99,BB,0.02,0.25,4.31,2022-12-22,2030-11-28,1,0,0
LON01714,GU,"Hodge, Smith and Moore",Energy,405.85,358.29,364.32,BB,0.02,0.6,3.64,2024-04-01,2029-06-25,1,60,0
LON01715,KY,"Williamson, Fletcher and Ellis",PrivateWealth,501.68,470.67,486.47,BBB,0.005,0.25,5.06,2019-09-28,2025-02-21,1,30,0
LON01716,BM,Barajas-Burke,Retail,190.58,182.09,185.34,BBB,0.005,0.45,5.78,2021-06-11,2029-09-11,1,30,0
LON01717,BM,Henderson-Higgins,Energy,895.85,750.92,755.58,AA,0.0005,0.45,8.06,2022-07-21,2024-07-17,1,0,0
LON01718,KY,Higgins LLC,Technology,1034.71,880.65,914.41,BB,0.02,0.25,7.42,2020-09-22,2022-06-08,1,0,0
LON01719,BM,Barrett-Prince,Shipping,803.32,695.09,699.93,BBB,0.005,0.35,3.22,2021-02-13,2023-02-06,1,0,0
LON01720,GU,Jackson-Green,Shipping,565.48,436.37,445.54,BBB,0.005,0.35,7.28,2021-06-22,2026-06-03,2,0,0
LON01721,BM,"Keller, James and Moore",Retail,492.95,399.78,408.9,BBB,0.005,0.6,7.33,2020-12-28,2028-07-09,1,90,0
LON01722,BM,Coffey-Day,InvestmentHoldCo,132.56,131.66,135.84,BB,0.02,0.6,3.1,2021-04-13,2027-04-07,1,0,0
LON01723,JE,Lee-Fowler,RealEstate,467.98,370.31,380.42,AA,0.0005,0.35,5.6,2023-11-14,2028-07-21,1,30,0
LON01724,JE,Powers-Martinez,InvestmentHoldCo,423.22,399.28,418.22,AAA,0.0001,0.6,4.6,2020-10-08,2030-05-07,1,90,0
LON01725,GU,Jones and Sons,Retail,1712.11,1626.53,1630.13,A,0.001,0.25,6.95,2020-05-24,2025-04-04,1,0,0
LON01726,KY,Phillips-Ellis,Energy,221.8,175.52,181.48,BBB,0.005,0.45,4.63,2023-04-09,2030-01-26,1,0,0
LON01727,GU,"Rice, Sexton and Foster",InvestmentHoldCo,585.84,487.76,509.72,A,0.001,0.35,7.91,2023-08-17,2029-08-14,1,90,0
LON01728,BM,Montgomery-Perez,Hospitality,2734.84,2173.86,2218.82,B,0.05,0.45,3.4,2021-09-20,2023-12-13,1,0,0
LON01729,BM,Anderson Ltd,Hospitality,574.56,467.96,490.97,A,0.001,0.35,3.36,2019-11-14,2021-05-08,2,0,0
LON01730,BM,"Brennan, Harris and Garcia",Hospitality,1666.19,1310.27,1372.0,AAA,0.0001,0.25,6.44,2023-10-27,2027-02-09,1,0,0
LON01731,KY,Martinez-Smith,RealEstate,576.22,494.43,500.15,B,0.05,0.35,4.2,2022-06-29,2027-01-06,1,0,0
LON01732,KY,Proctor-Ferguson,Technology,575.59,537.0,541.74,A,0.001,0.25,3.97,2022-10-17,2031-04-18,1,30,0
LON01733,KY,Taylor-Diaz,Retail,381.38,323.31,332.56,AAA,0.0001,0.35,5.75,2024-04-27,2028-02-18,1,60,0
LON01734,KY,"Gonzalez, Tanner and Bryant",Hospitality,331.63,291.85,300.69,BBB,0.005,0.45,7.59,2020-04-11,2028-05-11,1,30,0
LON01735,KY,Thomas LLC,RealEstate,2103.44,1630.25,1695.51,BBB,0.005,0.25,4.12,2020-08-28,2026-11-09,1,0,0
LON01736,KY,Wright Group,Hospitality,220.12,192.8,194.28,BB,0.02,0.25,4.46,2023-01-31,2027-03-23,1,90,0
LON01737,BM,Hicks LLC,Retail,986.41,779.93,810.89,BB,0.02,0.6,8.35,2021-12-12,2029-04-28,1,0,0
LON01738,KY,Martin Inc,Technology,607.43,563.93,570.53,AAA,0.0001,0.25,7.69,2020-02-21,2022-10-21,1,0,0
LON01739,GU,"Tran, Horton and Decker",RealEstate,273.79,226.47,230.12,AA,0.0005,0.45,3.03,2021-03-03,2024-07-25,2,0,0
LON01740,KY,Hall-Whitaker,Energy,256.19,243.36,250.3,AA,0.0005,0.25,6.18,2022-12-16,2028-07-02,1,30,0
LON01741,BM,"Foster, Powers and Morris",Technology,480.2,436.62,455.13,BB,0.02,0.25,3.3,2021-03-19,2022-06-21,1,0,0
LON01742,KY,Baker Ltd,Energy,1525.22,1177.63,1181.71,A,0.001,0.25,4.33,2022-11-14,2032-10-19,1,0,0
LON01743,KY,Robinson-Parker,RealEstate,3744.55,3572.49,3741.59,B,0.05,0.25,5.34,2021-10-17,2030-11-28,1,60,0
LON01744,BM,"Reynolds, Thompson and Johnson",PrivateWealth,566.18,442.6,447.15,BB,0.02,0.6,7.04,2020-03-01,2029-08-15,1,0,0
LON01745,BM,"Mitchell, Clayton and Navarro",Technology,654.48,534.82,559.28,B,0.05,0.35,4.77,2021-09-24,2024-01-22,1,0,0
LON01746,JE,Douglas and Sons,RealEstate,878.15,687.13,701.17,AA,0.0005,0.25,5.48,2020-05-06,2025-08-16,1,0,0
LON01747,KY,"Beasley, Green and Peters",Retail,1641.57,1401.19,1430.85,BB,0.02,0.35,5.68,2020-07-11,2027-12-22,1,0,0
LON01748,KY,Arnold-Hansen,Energy,190.46,162.65,170.7,BBB,0.005,0.25,7.93,2022-01-19,2024-07-05,1,0,0
LON01749,KY,Cooke-Shaw,InvestmentHoldCo,1958.97,1861.94,1948.68,A,0.001,0.6,7.74,2022-06-29,2027-06-29,2,0,0
LON01750,BM,"Bird, King and Richardson",InvestmentHoldCo,403.03,312.74,314.72,AA,0.0005,0.25,5.89,2021-04-19,2027-10-13,1,30,0
LON01751,JE,"Bailey, Paul and Green",Shipping,1104.06,896.49,915.66,BBB,0.005,0.25,7.89,2024-02-15,2031-10-01,1,0,0
LON01752,BM,"Gonzales, Smith and Torres",Energy,693.22,641.64,652.42,BBB,0.005,0.25,5.02,2023-09-03,2032-05-18,1,0,0
LON01753,KY,Beard-Rodriguez,RealEstate,261.09,202.52,209.86,BBB,0.005,0.25,4.71,2021-07-22,2026-04-03,1,90,0
LON01754,KY,Marshall-Hale,InvestmentHoldCo,724.88,703.72,709.65,AA,0.0005,0.6,8.3,2019-09-03,2022-07-08,1,0,0
LON01755,BM,"Hardy, Butler and Alvarado",Hospitality,765.98,702.87,725.95,BBB,0.005,0.25,4.42,2023-07-13,2028-08-29,1,0,0
LON01756,BM,"Harris, Jimenez and Mejia",Hospitality,1030.06,1012.84,1043.39,B,0.05,0.25,7.89,2020-03-26,2028-12-07,1,0,0
LON01757,BM,Hall-Washington,InvestmentHoldCo,652.64,625.45,634.3,BBB,0.005,0.35,6.5,2020-12-27,2030-08-25,1,0,0
LON01758,BM,Reynolds-Long,Energy,565.48,511.38,519.17,AA,0.0005,0.35,5.96,2019-08-13,2022-11-16,1,60,0
LON01759,KY,Shaffer-Smith,InvestmentHoldCo,559.15,507.35,510.61,BB,0.02,0.25,3.76,2021-12-22,2029-08-15,1,0,0
LON01760,GU,Stevens-Taylor,Shipping,999.61,855.95,876.52,BBB,0.005,0.6,7.95,2021-08-22,2029-10-23,1,30,0
LON01761,KY,Clark LLC,Energy,717.32,581.65,606.89,A,0.001,0.45,3.07,2022-01-26,2028-08-07,1,0,0
LON01762,KY,Owen-Wyatt,Retail,407.97,353.53,367.8,BB,0.02,0.45,5.59,2020-03-01,2021-04-22,1,0,0
LON01763,BM,Gilbert-Rodriguez,Retail,2138.03,1880.51,1918.65,BBB,0.005,0.45,3.13,2022-08-01,2029-07-14,2,90,0
LON01764,KY,Parker and Sons,Shipping,2985.57,2696.4,2700.47,B,0.05,0.35,7.55,2022-05-02,2031-10-13,1,0,0
LON01765,KY,"Coleman, Terry and Olson",Hospitality,1326.71,1061.47,1070.69,BB,0.02,0.6,6.37,2021-07-05,2028-12-27,1,0,0
LON01766,KY,"White, Gilmore and Warner",Retail,545.48,443.47,448.12,B,0.05,0.6,4.54,2021-03-01,2024-12-20,2,0,0
LON01767,JE,Garza-Chung,InvestmentHoldCo,512.77,510.92,519.42,B,0.05,0.35,5.17,2022-07-18,2031-10-15,1,30,0
LON01768,KY,Brown Inc,InvestmentHoldCo,491.86,481.93,492.82,BB,0.02,0.25,8.8,2021-02-22,2031-02-09,1,90,0
LON01769,BM,"Bass, Hamilton and Jones",Retail,403.69,381.58,388.69,AA,0.0005,0.45,7.65,2022-11-04,2028-07-31,1,30,0
LON01770,KY,"Boyd, Knapp and Brown",Hospitality,629.24,505.54,522.28,A,0.001,0.45,5.44,2021-03-27,2023-11-27,1,0,0
LON01771,KY,Payne and Sons,Retail,752.16,599.8,605.91,BBB,0.005,0.25,4.95,2020-01-26,2021-02-16,1,60,0
LON01772,KY,"Cabrera, Campbell and Ferrell",PrivateWealth,471.12,374.54,383.54,BB,0.02,0.25,3.98,2022-04-20,2027-03-11,2,0,0
LON01773,BM,Mccoy-Hill,Hospitality,1752.24,1347.98,1407.83,BBB,0.005,0.25,7.08,2021-02-05,2027-04-15,2,90,0
LON01774,BM,Campbell-Smith,PrivateWealth,686.46,534.67,540.66,BBB,0.005,0.25,7.15,2024-02-15,2033-10-27,2,0,0
LON01775,BM,Lambert PLC,Energy,506.96,407.98,409.73,B,0.05,0.35,6.78,2019-11-23,2027-06-08,1,0,0
LON01776,KY,Beasley PLC,Technology,595.99,539.4,542.81,B,0.05,0.35,5.95,2021-10-02,2024-04-07,1,0,0
LON01777,KY,"Keith, Willis and Fletcher",RealEstate,592.78,528.19,534.09,AA,0.0005,0.25,7.39,2022-06-21,2029-10-04,1,0,0
LON01778,BM,Nelson-Hopkins,Hospitality,947.43,778.58,799.54,A,0.001,0.35,4.61,2022-12-29,2024-01-29,2,60,0
LON01779,KY,Anderson-Hernandez,RealEstate,1338.4,1143.52,1188.93,BBB,0.005,0.25,8.2,2020-10-17,2021-11-27,1,30,0
LON01780,BM,Baker-Nixon,PrivateWealth,3329.46,2699.97,2748.74,BB,0.02,0.25,5.81,2023-02-24,2033-01-21,2,0,0
LON01781,KY,"Shannon, Murphy and Wilson",InvestmentHoldCo,534.23,526.95,543.96,BB,0.02,0.25,7.64,2021-05-24,2028-09-01,1,90,0
LON01782,JE,Simpson-Craig,Hospitality,488.72,422.94,437.0,BBB,0.005,0.35,6.06,2024-05-26,2026-03-26,1,30,0
LON01783,BM,"Ramos, Carter and Jones",InvestmentHoldCo,645.32,643.05,669.37,B,0.05,0.25,5.12,2021-10-09,2029-12-20,1,0,0
LON01784,JE,Young Ltd,PrivateWealth,454.29,378.34,390.35,A,0.001,0.35,3.61,2023-07-11,2028-03-08,1,0,0
LON01785,KY,Anderson PLC,Energy,278.82,238.7,246.48,BB,0.02,0.35,6.53,2019-09-02,2027-04-02,1,0,0
LON01786,KY,"Lopez, Nelson and Walker",Shipping,950.87,835.93,836.67,AA,0.0005,0.25,7.14,2020-07-02,2029-02-23,1,0,0
LON01787,KY,Howell-Myers,PrivateWealth,1454.04,1254.29,1263.72,B,0.05,0.45,7.2,2024-05-14,2031-11-10,1,60,0
LON01788,BM,"Hunt, Thomas and Johnson",RealEstate,637.11,601.8,620.34,BBB,0.005,0.45,4.76,2021-07-23,2026-08-05,1,30,0
LON01789,BM,Mcclure LLC,Hospitality,460.39,401.07,410.23,BBB,0.005,0.35,7.21,2023-05-07,2029-09-18,1,60,0
LON01790,BM,"Oconnor, Martinez and Simpson",Retail,606.69,501.01,520.04,BB,0.02,0.25,8.87,2022-03-26,2024-04-30,1,0,0
LON01791,BM,"Cruz, Wilcox and Benitez",Technology,1264.92,1116.42,1153.82,A,0.001,0.25,5.63,2023-03-16,2029-05-02,2,60,0
LON01792,BM,Kennedy and Sons,RealEstate,737.39,612.69,634.74,B,0.05,0.25,6.91,2020-08-02,2025-04-26,1,0,0
LON01793,KY,"Cruz, Simon and Hoffman",Energy,2661.6,2361.76,2456.85,BBB,0.005,0.25,3.56,2022-01-19,2030-09-09,1,0,0
LON01794,KY,"Clark, Parker and Wilson",Shipping,668.21,529.92,543.35,A,0.001,0.25,6.63,2023-01-15,2026-09-30,1,30,0
LON01795,BM,Whitney-Taylor,RealEstate,666.71,578.19,580.56,BBB,0.005,0.35,5.73,2019-12-15,2021-07-24,3,0,0
LON01796,JE,Hayes and Sons,Hospitality,2036.77,2017.79,2068.87,AAA,0.0001,0.25,4.59,2020-07-13,2029-03-27,1,30,0
LON01797,KY,Hernandez LLC,PrivateWealth,485.53,425.95,434.36,AA,0.0005,0.25,8.36,2023-01-25,2027-10-29,1,0,0
LON01798,BM,Garcia Ltd,Shipping,1451.14,1151.55,1189.95,A,0.001,0.6,4.44,2023-03-19,2026-07-24,1,0,0
LON01799,KY,Johnson-Brown,Shipping,555.22,486.59,493.33,B,0.05,0.35,3.4,2021-04-15,2030-08-10,1,0,0
LON01800,BM,"Nelson, Baldwin and Robinson",InvestmentHoldCo,310.76,279.53,284.26,B,0.05,0.6,4.56,2023-03-05,2028-11-17,1,0,0
LON01801,GU,Ramirez-Carlson,Hospitality,516.43,506.04,506.95,AA,0.0005,0.25,8.21,2019-12-01,2025-05-06,1,30,0
LON01802,KY,Lopez LLC,Shipping,467.75,459.33,467.57,BB,0.02,0.45,3.39,2023-08-23,2025-05-13,1,0,0
LON01803,KY,Ellis-Avila,RealEstate,2733.46,2517.85,2601.76,A,0.001,0.25,4.05,2022-12-21,2024-08-05,1,0,0
LON01804,BM,Phillips and Sons,Shipping,1477.32,1144.78,1156.58,BBB,0.005,0.25,8.13,2021-11-13,2028-02-05,1,30,0
LON01805,KY,"Sanders, Brown and Juarez",Technology,428.34,397.88,413.6,BB,0.02,0.35,4.53,2022-12-07,2025-07-02,1,0,0
LON01806,KY,"Miller, Wood and Braun",Hospitality,1567.36,1539.7,1606.28,BB,0.02,0.25,7.4,2021-02-05,2027-03-13,3,0,0
LON01807,KY,"Harvey, Sparks and Taylor",Energy,529.74,513.21,513.3,AAA,0.0001,0.35,7.82,2020-01-07,2029-12-26,1,60,0
LON01808,JE,"Johnson, Mitchell and Koch",Retail,1374.26,1209.0,1217.69,BBB,0.005,0.35,3.54,2020-11-13,2027-01-29,1,30,0
LON01809,BM,"Martin, Wood and Smith",Energy,1631.75,1255.3,1296.8,BB,0.02,0.45,5.78,2020-04-13,2028-12-05,1,90,0
LON01810,BM,Hendrix-Calhoun,Retail,244.55,239.73,244.75,BBB,0.005,0.45,3.46,2023-05-04,2026-09-05,1,0,0
LON01811,BM,"Griffin, Villegas and Walker",RealEstate,3772.53,2967.48,3094.51,BBB,0.005,0.35,7.13,2022-05-23,2027-09-13,1,0,0
LON01812,KY,"Baker, Mccormick and Harvey",Shipping,932.26,739.08,756.11,BB,0.02,0.25,7.83,2020-02-25,2024-03-02,1,30,0
LON01813,GU,"Berry, Townsend and Mitchell",Energy,344.87,283.51,283.68,BB,0.02,0.45,5.42,2020-11-09,2028-01-16,1,0,0
LON01814,KY,"Fernandez, Johnston and Robertson",Technology,428.22,330.25,331.67,B,0.05,0.6,5.75,2023-01-30,2029-12-18,1,0,0
LON01815,JE,Perez-Baker,InvestmentHoldCo,1034.83,947.21,970.34,B,0.05,0.35,4.52,2022-03-02,2023-08-04,2,60,0
LON01816,BM,Anderson LLC,Energy,684.63,565.83,590.96,B,0.05,0.25,8.37,2024-03-14,2030-05-22,2,90,0
LON01817,GU,Clarke-Mckenzie,Technology,761.61,599.74,604.28,BBB,0.005,0.35,7.6,2022-07-05,2031-07-06,1,90,0
LON01818,BM,Ford LLC,Shipping,937.05,731.96,742.24,BB,0.02,0.25,3.68,2022-08-22,2025-08-15,1,0,0
LON01819,BM,Payne-Murphy,InvestmentHoldCo,832.25,766.96,779.95,AA,0.0005,0.45,5.31,2022-12-26,2032-02-09,1,0,0
LON01820,KY,Harvey-Henderson,Retail,292.66,273.5,276.91,AAA,0.0001,0.35,8.5,2020-01-08,2021-04-09,1,0,0
LON01821,BM,Bowman-Dominguez,Technology,1169.61,932.46,965.24,BBB,0.005,0.45,3.59,2021-03-19,2023-11-30,1,0,0
LON01822,KY,Phillips PLC,Hospitality,704.74,697.79,714.73,BB,0.02,0.25,6.45,2020-02-16,2021-12-13,3,0,0
LON01823,KY,Juarez LLC,PrivateWealth,2557.27,2107.01,2207.76,B,0.05,0.25,4.4,2020-10-17,2022-06-14,1,90,0
LON01824,BM,"Byrd, Davis and Orr",InvestmentHoldCo,1298.79,1008.68,1017.31,B,0.05,0.25,7.31,2022-05-06,2031-02-02,1,0,0
LON01825,KY,"Lopez, Andrade and Thomas",Energy,446.25,395.9,403.73,AAA,0.0001,0.25,3.16,2022-02-25,2031-10-10,1,0,0
LON01826,BM,"Romero, Holder and Parsons",Hospitality,1616.97,1497.33,1551.68,BBB,0.005,0.35,7.72,2023-04-26,2028-08-20,1,0,0
LON01827,BM,Mata-Walter,Shipping,881.61,849.58,857.22,A,0.001,0.35,5.53,2024-02-16,2034-01-24,2,0,0
LON01828,JE,Richardson PLC,Retail,2485.59,2298.53,2393.99,AA,0.0005,0.45,6.34,2019-12-12,2026-03-29,2,0,0
LON01829,KY,Lawson and Sons,Retail,1302.81,1245.74,1279.53,BBB,0.005,0.35,7.63,2019-12-07,2021-12-08,1,60,0
LON01830,KY,"Moore, Garcia and Hughes",InvestmentHoldCo,375.43,290.74,293.33,BB,0.02,0.45,3.49,2021-07-31,2023-07-12,1,0,0
LON01831,BM,Ward PLC,Energy,338.55,268.49,275.1,BBB,0.005,0.25,3.45,2021-08-23,2031-02-19,1,30,0
LON01832,GU,Merritt PLC,InvestmentHoldCo,377.9,312.02,319.46,A,0.001,0.6,5.08,2023-11-25,2033-06-14,1,0,0
LON01833,JE,Butler-Patterson,Retail,829.9,638.77,667.98,B,0.05,0.25,6.06,2023-08-22,2029-03-22,1,0,0
LON01834,BM,"Smith, Johnson and Mcintosh",Technology,524.23,439.33,457.97,BBB,0.005,0.25,3.41,2024-01-16,2034-01-03,2,60,0
LON01835,BM,"Bailey, Armstrong and Scott",Energy,712.97,682.63,694.0,AA,0.0005,0.25,7.16,2019-07-06,2024-10-03,1,0,0
LON01836,JE,Stephenson Group,Hospitality,1692.03,1363.42,1411.36,BBB,0.005,0.6,3.84,2022-08-17,2032-02-20,1,0,0
LON01837,KY,Davidson-Brock,Energy,650.06,616.27,616.96,B,0.05,0.35,7.06,2022-04-11,2023-05-29,1,0,0
LON01838,BM,"Tran, Morrow and Payne",Retail,351.05,329.65,341.47,A,0.001,0.35,7.26,2023-07-29,2031-01-23,1,90,0
LON01839,KY,Kerr-Beard,Shipping,1385.88,1337.21,1361.53,AA,0.0005,0.25,4.47,2020-01-13,2023-04-05,1,0,0
LON01840,GU,Stephens LLC,Shipping,815.03,668.56,687.42,B,0.05,0.6,8.75,2020-01-18,2023-03-02,3,0,0
LON01841,JE,"Anderson, Young and Guzman",Retail,914.93,863.55,898.48,BBB,0.005,0.25,3.28,2022-11-12,2030-01-15,1,90,0
LON01842,BM,"Barnett, Sutton and Cole",PrivateWealth,514.06,436.69,455.47,BB,0.02,0.45,8.9,2024-01-03,2025-06-26,1,0,0
LON01843,KY,Greer-Baker,InvestmentHoldCo,1439.33,1218.27,1256.45,B,0.05,0.25,6.35,2024-04-11,2028-02-12,1,0,0
LON01844,KY,Castaneda-Boyle,Hospitality,149.08,144.3,151.03,BB,0.02,0.35,5.04,2022-12-31,2030-08-27,1,0,0
LON01845,BM,Brown Inc,Hospitality,152.51,129.88,136.23,AA,0.0005,0.35,8.19,2019-09-20,2025-06-03,1,0,0
LON01846,BM,"Gonzalez, Spence and Turner",Shipping,432.45,364.54,375.26,BB,0.02,0.25,7.64,2019-09-20,2021-06-15,1,90,0
LON01847,BM,Hughes-Bennett,Energy,524.83,467.35,481.16,BBB,0.005,0.6,6.27,2022-10-12,2028-05-04,1,0,0
LON01848,BM,Young Ltd,InvestmentHoldCo,494.69,457.55,479.56,BB,0.02,0.45,6.62,2020-10-05,2024-12-20,1,60,0
LON01849,GU,"Meyer, Soto and King",Shipping,340.25,313.3,321.74,A,0.001,0.25,4.72,2021-03-15,2026-05-27,1,0,0
LON01850,GU,Kidd-Lindsey,Retail,429.21,392.64,400.0,AA,0.0005,0.45,4.88,2022-11-30,2025-11-16,1,60,0
LON01851,KY,Coleman Ltd,PrivateWealth,1701.71,1364.47,1393.33,BBB,0.005,0.35,6.02,2020-11-19,2030-04-17,2,0,0
LON01852,BM,White and Sons,InvestmentHoldCo,1977.86,1845.72,1890.02,B,0.05,0.45,8.13,2022-06-16,2025-01-24,1,0,0
LON01853,BM,Johnson Ltd,Technology,350.17,348.82,355.68,AAA,0.0001,0.6,4.06,2023-01-31,2027-01-08,1,0,0
LON01854,BM,Gray Group,Retail,396.15,325.33,330.36,BB,0.02,0.6,4.45,2021-12-23,2027-10-17,1,60,0
LON01855,KY,Hunter PLC,Shipping,900.27,709.16,733.93,BBB,0.005,0.25,4.44,2020-04-13,2022-01-06,1,90,0
LON01856,KY,Mclaughlin-Romero,Retail,206.73,162.2,163.3,A,0.001,0.25,6.55,2023-12-23,2031-05-24,1,0,0
LON01857,JE,Norman and Sons,Shipping,340.88,303.72,314.48,A,0.001,0.35,5.96,2022-12-09,2032-03-27,1,90,0
LON01858,GU,Armstrong-Green,Retail,737.3,668.86,688.73,AAA,0.0001,0.25,5.32,2022-07-29,2027-09-05,1,0,0
LON01859,BM,Weeks and Sons,Shipping,867.78,839.45,848.85,BBB,0.005,0.45,4.16,2021-09-08,2024-03-01,1,60,0
LON01860,KY,Miller PLC,InvestmentHoldCo,1495.26,1242.14,1263.3,B,0.05,0.45,6.83,2022-12-18,2026-12-19,1,60,0
LON01861,KY,Mack Inc,PrivateWealth,276.7,249.28,252.18,BB,0.02,0.35,6.24,2020-06-19,2030-03-27,1,90,0
LON01862,BM,Evans PLC,Hospitality,1186.38,1103.67,1120.73,BBB,0.005,0.25,6.31,2024-05-25,2034-04-16,1,0,0
LON01863,KY,Beck and Sons,Retail,1938.23,1836.25,1918.29,B,0.05,0.6,3.47,2021-01-31,2026-08-01,1,0,0
LON01864,GU,"Smith, Poole and Armstrong",InvestmentHoldCo,727.4,669.89,674.02,BBB,0.005,0.25,5.02,2020-11-03,2028-03-05,1,30,0
LON01865,BM,Reed-Turner,InvestmentHoldCo,485.9,450.42,461.16,A,0.001,0.25,5.91,2021-07-10,2026-09-27,2,0,0
LON01866,JE,"Hampton, Johnson and Anderson",PrivateWealth,192.1,182.01,189.35,A,0.001,0.25,6.71,2024-03-25,2027-09-03,1,30,0
LON01867,JE,Wood-Lopez,PrivateWealth,550.71,440.95,443.98,B,0.05,0.25,4.83,2019-08-18,2027-12-12,1,60,0
LON01868,KY,"Hess, Bailey and Johnson",PrivateWealth,2217.29,1772.72,1827.17,AA,0.0005,0.6,5.89,2023-04-20,2031-09-20,1,90,0
LON01869,KY,Black-Wright,Shipping,1706.42,1386.55,1430.06,A,0.001,0.6,3.63,2021-05-09,2030-12-15,1,0,0
LON01870,KY,Peterson LLC,Technology,923.99,844.99,846.74,AAA,0.0001,0.35,7.11,2022-08-27,2026-04-13,1,0,0
LON01871,KY,Beltran Group,PrivateWealth,419.6,328.85,338.41,B,0.05,0.45,6.76,2023-07-20,2031-12-09,1,0,0
LON01872,GU,Medina-Sandoval,PrivateWealth,1138.62,950.5,963.24,A,0.001,0.25,7.39,2023-12-14,2029-12-10,1,30,0
